pub-uid	pub-full	abstract	key-au	key-pub
10.1590_S0074_02762010000100006	Antimycobacterial neolignans isolated from Aristolochia taliscana	Tuberculosis (TB - Mycobacterium tuberculosis) is an ancient infectious disease that has appeared once again as a serious worldwide health problem and now comprises the second leading cause of death resulting from a single infection. The prevalence of multidrug resistance (MDR) TB is increasing and therapeutic options for treatment are not always accessible; in fact, some patients do not respond to the available drugs. Therefore, there is an urgent need to develop novel anti-TB agents. The aim of the present study was to screen extracts of Aristolochia taliscana, a plant used in traditional Mexican medicine to treat cough and snake bites, for antimycobacterial activity. The hexanic extract of A. taliscana was tested by microdilution alamar blue assay against Mycobacterium strains and bioguided fractionation led to the isolation of the neolignans licarin A, licarin B and eupomatenoid-7, all of which had antimycobacterial activity. Licarin A was the most active compound, with minimum inhibitory concentrations of 3.12-12.5 mu g/mL against the following M. tuberculosis strains: H37Rv, four mono-resistant H37Rv variants and 12 clinical MDR isolates, as well as against five non-tuberculous mycobacteria (NTM) strains. In conclusion, licarin A represents a potentially active anti-TB agent to treat MDR M. tuberculosis and NTM strains.	antimycobacterial neolignans; A. taliscana; M. tuberculosis H37Rv; MDR M. tuberculosis; non-tuberculous mycobacteria	MACHILUS-THUNBERGII; MYCOBACTERIUM-TUBERCULOSIS; ANTITUBERCULOSIS DRUGS; RESISTANT TUBERCULOSIS; CYTOTOXIC NEOLIGNANS; ACTIVE CONSTITUENTS; MEXICAN-PLANTS; IN-VITRO; LIGNANS; TOXICITY
10.1097_FTD.0b013e3181cc6d6f	Limited Sampling Strategies for Therapeutic Drug Monitoring of Linezolid in Patients With Multidrug-Resistant Tuberculosis	Introduction: Linezolid is a potential drug for the treatment of multidrug-resistant tuberculosis but its use is limited because of severe adverse effects such as anemia, thrombocytopenia, and peripheral neuropathy. This study aimed to develop a model for the prediction of linezolid area. under the plasma concentration-time curve from 0 to 12 hours (AUC(0-12h)) by limited sampling strategy to enable individualized dosing. Patients and Methods: Fourteen patients with multidrug-resistant tuberculosis received linezolid twice daily as part of their antituberculosis treatment. Linezolid concentrations were determined at steady state by high-performance liquid chromatography tandem mass spectrometry before and at 1, 2, 4, 8, and 12 hours after dosing. Linezolid AUC(0-12h) population model and limited sampling models were calculated with MWPharm software. The correlation between predicted linezolid AUC(0-12h) and observed linezolid AUC(0-12h) was investigated by Bland-Altman analysis. Results: A total of 26 pharmacokinetic profiles were obtained. The median AUC(0-12h) was 51.8 (interquartile range, 41.8-65.9) mg*h/L at 300 mg and 123.8 (interquartile range, 100.9-152.5) mg*h/L at 600 mg, both twice daily. The most relevant model clinically for prediction of linezolid AUC(0-12h) used a linezolid trough concentration (r = 0.91, prediction bias = -2.9% and root mean square error = 15%). Discussion: The difference between choosing a trough concentration and two to three samples increased the correlation from 0.90 to 0.95 but appeared not clinically relevant because it did not result in different dosing advice. Conclusion: This study showed that linezolid AUC(0-12h) in patients with multidrug-resistant tuberculosis could be predicted accurately by a minimal sampling strategy and could be used to individualize the dose.	MDR-TB; linezolid; therapeutic drug monitoring; pharmacokinetics; limited sampling	POPULATION PHARMACOKINETICS; PULMONARY TUBERCULOSIS; MYCOBACTERIUM-TUBERCULOSIS; PHARMACODYNAMICS; LEVOFLOXACIN; GATIFLOXACIN; MOXIFLOXACIN; INFECTIONS; OUTCOMES; SAFETY
10.1164_rccm.200907_0989OC	HIV Coinfection in Multidrug- and Extensively Drug-Resistant Tuberculosis Results in High Early Mortality	Rationale: The multidrug-resistant (MDR) and extensively drug-resistant (XDR) tuberculosis (TB) epidemics are rapidly expanding in South Africa. Our initial report of HIV-associated XDR TB in South Africa revealed rapid and near complete mortality. Lower mortality has been described in the literature, but few of these patients have been HIV coinfected. Objectives: To characterize mortality from MDR and XDR TB in a setting with high HIV-coinfection rates. Methods: We conducted a retrospective observational study among 654 MDR and XDR TB cases diagnosed in Tugela Ferry, South Africa, from 2005 to 2007. Demographics and HIV status were abstracted from available medical records. Measurements and Main Results: Survival was determined from the date of sputum collection until October 2008 and correlated with year of diagnosis and drug-susceptibility test results. From 2005 to 2007, 272 MDR TB and 382 XDR TB cases were diagnosed; HIV-coinfection rates were 90 and 98%, respectively. One-year mortality was 71% for MDR and 83% for XDR TB patients; 40% of MDR TB and 51% of XDR TB cases died within 30 days of sputum collection. One-year mortality among both MDR and XDR TB patients improved from 2005 to 2007; however, the majority of deaths still occurred within the first 30 days. One-year and 30-day mortality rates were worse with greater degree of drug resistance (P < 0.001). Conclusions: Mortality from MDR and XDR TB in this high HIV-prevalence region is extraordinarily high, particularly within the first 30 days. Efforts to reduce mortality must focus on earlier diagnosis and early initiation of second-line TB and antiretroviral therapy.	Mycobacterium tuberculosis; AIDS; multiple antibacterial drug-resistance; survival; South Africa	RURAL SOUTH-AFRICA; SUB-SAHARAN AFRICA; TREATMENT OUTCOMES; INFECTED PATIENTS; IMPACT; DIAGNOSIS; COHORT; ADULTS; ASSAY; TB
10.1016_j.bmcl.2009.10.107	A highly atom economic, chemo-, regio- and stereoselective synthesis and evaluation of spiro-pyrrolothiazoles as antitubercular agents	The 1,3-dipolar cycloaddition of azomethine ylides derived from substituted isatins and 1,3-thiazolane-4-carboxylic acid to a series of 1-methyl-3,5-bis[(E)-arylmethylidene]-tetrahydro-4(1H)-pyridinones afforded novel spiro-pyrrolothiazoles chemo-, regio- and stereoselectively in quantitative yields. These compounds were screened for their in vitro activity against Mycobacterium tuberculosis H37Rv (MTB) and multi-drug resistant M. tuberculosis (MDR-TB) using agar dilution method. Among the synthesized compounds, spiro[5.3 '']-5 ''-nitrooxindole-spiro-[6.3']-1'-methyl-5'-(2,4-di-chlorophenylmethylidene)tetrahydro-4'(1H)-pyridinone-7-(2,4-dichlorophenyl)tetra-hydro-1H-pyrrolo[1,2-c][1,3]thiazole (9k) was found to be the most active with a minimum inhibitory concentration (MIC) of 0.6 mu M against MTB and MDR-TB. (C) 2009 Elsevier Ltd. All rights reserved.	Antitubercular activity; Mycobacterium tuberculosis; Multi-drug resistant tuberculosis; Azomethine ylide; 1,3-Dipolar cycloaddition; Spiro-pyrrolothiazoles	GAMMA-LACTAM ANALOG; AZOMETHINE YLIDES; DRUG DEVELOPMENT; TUBERCULOSIS; ACID; TB; HETEROCYCLES; DERIVATIVES; PIPELINE; PROGRESS
10.1086_648675	Linezolid in the Treatment of Multidrug-Resistant Tuberculosis	Background. Linezolid is a new antibiotic with activity against Mycobacterium tuberculosis in vitro and in animal studies. Several small case series suggest that linezolid is poorly tolerated because of the side effects of anemia/thrombocytopenia and peripheral neuropathy. To characterize our clinical experience with linezolid, the California Department of Public Health Tuberculosis Control Branch's Multidrug-Resistant Tuberculosis (MDR-TB) Service reviewed cases in which the MDR-TB treatment regimens included linezolid therapy. Methods. Record review was performed for 30 patients treated with linezolid as part of an MDR-TB regimen. Data were collected on clinical and microbiological characteristics, linezolid tolerability, and treatment outcomes. The dosage of linezolid was 600 mg daily. Vitamin B6 at a dosage of 50-100 mg daily was used to mitigate hematologic toxicity. Results. During 2003-2007, 30 patients received linezolid for the treatment of MDR-TB. Patients had isolates resistant to a median of 5 drugs (range, 2-13 drugs). Of the 30 cases, 29 (97%) were pulmonary; of these 29, 21 (72%) had positive results of acid-fast bacilli smear, and 16 (55%) were cavitary. Culture conversion occurred in all pulmonary cases at a median of 7 weeks. At data censure (31 December 2008), 22 (73%) of 30 patients had successfully completed treatment. Five continued to receive treatment. There were no deaths. Three patients had a poor outcome, including 2 defaults and 1 treatment failure. Side effects occurred in 9 patients, including peripheral and optic neuropathy, anemia/thrombocytopenia, rash, and diarrhea. However, only 3 patients stopped linezolid treatment because of side effects. Conclusions. Linezolid was well tolerated, had low rates of discontinuation, and may have efficacy in the treatment of MDR-TB.		MYCOBACTERIUM-TUBERCULOSIS; PERIPHERAL NEUROPATHY; OPTIC NEUROPATHY; TOLERABILITY; SAFETY; EFFICACY; OXAZOLIDINONES; COMPLEX
10.2165_11532080_000000000_00000	Comparison of the Pharmacokinetics of Two Dosage Regimens of Linezolid in Multidrug-Resistant and Extensively Drug-Resistant Tuberculosis Patients	Background and Objectives: For the treatment of multidrug-resistant (MDR) and extensively drug-resistant (XDR) tuberculosis (TB), potent new drugs are urgently needed. Linezolid is a promising drug, but its use is limited by adverse effects with prolonged administration of 600 mg twice daily. In order to reduce its adverse effects and maintain efficacy, we investigated whether linezolid in a reduced dosage resulted in drug serum concentrations exceeding a ratio of the in vitro minimum inhibitory concentration (MIC) to the area under the serum concentration-time curve (AUC) over 24 hours (AUC(24)) [AUC(24)/MIC] of >100. Patients and Methods: This open-label, prospective pharmacokinetic study evaluated two doses (300 and 600 mg) of linezolid in MDR-TB patients, who received linezolid as part of their treatment. They received linezolid 300 mg twice daily for 3 days, followed by 600 mg twice daily. Blood samples taken at predefined intervals for measuring serum linezolid concentrations were processed by a validated liquid chromatography-tandem mass spectrometry procedure. The AUC(24)/MIC ratio was used as a predictive model of efficacy. Adverse effects of linezolid, including peripheral neuropathy, were evaluated by clinical and laboratory assessments. Results: Eight patients were included in this study. The median duration of linezolid treatment was 56 days (interquartile range [IQR 44-82] days), with a median cumulative dose of 51 000 mg (IQR 33 850-60 450 mg). The median linezolid AUC over 12 hours (AUCI,) values were 57.6 mg . h/L (IQR 38.5-64.2 mg . h/L) with the 300 mg dose and 145.8 mg . h/L (IQR 101.2-160.9 mg . h/L) with the 600 mg dose. The AUC(24)/MIC ratios were 452 (IQR 343-513) with the 300 mg dose and 1151 (IQR 656-1500) with the 600 mg dose. Linezolid was well tolerated. Conclusion: Seemingly effective serum concentrations were reached after 3 days of administration of linezolid 300 mg twice daily, i.e. the AUC(24)/MIC ratio was at least 100 in 7 of 8 patients. Larger numbers of patients should be studied to confirm the efficacy of the linezolid 300 mg twice-daily dosage in MDR-TB or XDR-TB treatment.		MYCOBACTERIUM-TUBERCULOSIS; OXAZOLIDINONE ANTIBACTERIAL; ILL PATIENTS; EFFICACY; PHARMACODYNAMICS; TOLERABILITY; INFECTIONS; RIFAMPIN; OUTCOMES; COMPLEX
10.1016_j.ejmech.2009.09.033	Discovery of novel antitubercular 2,10-dihydro-4aH-chromeno[3,2-c]pyridin-3-yl derivatives	Twenty two novel 2,10-dihydro-4aH-chromeno[3,2-c]pyridin-3-yl derivatives were synthesized by reacting 3-formyl chromone, (sub)-2-amino pyridines, N1-(prop-2-ynyl)arylamides in the presence of indium triflate. The compounds were evaluated their preliminary in-vitro and in-vivo activity against Mycobacterium tuberculosis H37Rv (MTB) and multi-drug resistant M. tuberculosis (MDR-TB). Among them N-[(4aS)-2-(3-methyl-2-pyridinyl)-10-oxo-2,10-dihydro-4aH-chromeno[3,2-c]pyridin-3-yl]methyl-4-ethylbenzenecarboxamide 4d was found to be the most active compound in-vitro with MIC's of 0.22 and 0.07 mu g/mL against MTB and MDR-TB respectively. In the in-vivo animal model 4d decreased the bacterial load in lung and spleen tissues with 1.11 and 2.94-log10 protections respectively at 25 mg/kg body weight close. (C) 2009 Published by Elsevier Masson SAS.	Antimycobacterial activity; Antitubercular activity; Tuberculosis; Chromenopyridine	ANTIMYCOBACTERIAL ACTIVITIES; RESISTANT TUBERCULOSIS; ACID
10.4103_0255_0857.58725	The use of E-test for the drug susceptibility testing of Mycobacterium tuberculosis - A solution or an illusion	Aim: To evaluate E-test as a tool for rapid determination of drug susceptibility against the conventional LJ method focusing on reliability, expense, ease of standardization and performance of the technique in low resource settings. Materials and Methods: A total of 74 clinical isolates (2004-2005) of Mycobacterium tuberculosis were tested using E-test for susceptibility to streptomycin (STM), isoniazid (INH), rifampicin (RIF) and ethambutol (EMB) by E-strip and LJ (LJPM) proportion methods. Results: The LJPM method, the gold standard, detected resistance against STM in 16.2, INH in 40.5, RIF in 18.9 and EMB in 27 cases. In comparison, the resistance values showed by E-test was 66.67 for STM, 57.14 for INH 71.43 for RIF and 80 for EMB. The susceptible correlation was 90.32 for STM, 73.91 for INH, 93.33 for RIF and 59.26 for EMB. E-test correctly identified only eight of the 12 (66.6) MDR isolates and wrongly identified four isolates which were not MDR. The overall agreement between the two methods was only 48.6. Resistant isolates showed false positive resistance observed while using E-strip towards all the drugs. Conclusion: E-strips are not quite feasible as a replacement for LJ-proportion method on a large scale due to high risk of cross contamination, laboratory infection, expense associated with it and high false positive resistance observed to all first line drugs. However, the good correlation observed for RIF between the two methods indicates that E-test could contribute to the role in rapid screening of MDR TB isolates as rifampicin mutations are invariably observed in MDR TB isolates.	E-test; Mycobacterium tuberculosis; drug susceptibility testing	RESISTANT TUBERCULOSIS; ETEST; SYSTEM
pub-1532	Drug-resistant tuberculosis in six hospitals in Rio de Janeiro, Brazil	SETTING: Tuberculosis (TB) drug resistance survey in six hospitals in Rio de Janeiro, Brazil. OBJECTIVE: To estimate resistance to at least one drug (DR) and multidrug resistance (MDR) and identify associated factors. DESIGN: One-year cross-sectional survey. Hospitals were included as a convenience sample. RESULTS: Of 595 patients investigated, 156 (26.2%) had previously undergone anti-tuberculosis treatment, 433 (72.8%) were not previously treated and information on the remaining 6 was not available. Overall, DR and MDR rates were high, at respectively 102 (17.1%, 95%CI 14.3-20.5) and 44 (7.4%, 95%CI 5.5-9.9) cases. Among individuals not previously treated, 17 had MDR (3.9%, 95%CI 2.4-6.3) and diagnosis in a TB reference hospital was independently associated with MDR (prevalence ratio [PR] 3.3, 95%CI 1.2-8.7) after multivariate analysis. Among previously treated individuals, 27 had MDR (17.3%, 95%CI 11.7-24.2). MDR-TB was independently associated with diagnosis in a TB reference hospital (PR 3.6, 95%CI 1.5-8.7), male sex (PR 2.3,95%CI 1.2-4.4) and dyspnoea (PR 0.3, 95%CI 0.1-0.7). CONCLUSION: We found high levels of DR- and MDR-TB. Our study design did not permit us to determine the contribution of community versus nosocomial transmission. Further studies are needed to establish this. Nevertheless, hospitals should be recognised as a potential source of transmission of resistant TB strains and urgent measures to avoid nosocomial TB transmission should be taken.	M. tuberculosis; drug resistance; MDR-TB; epidemiology; hospitals	MYCOBACTERIUM-TUBERCULOSIS; TRANSMISSION; PREVENTION; INFECTION; OUTBREAK; STRAINS
pub-1533	Multidrug-resistant pulmonary tuberculosis in Los Altos, Selva and Norte regions, Chiapas, Mexico	OBJECTIVES: To analyse the proportion of multidrug-resistant tuberculosis (MDR-TB) in cultures performed during the period 2000-2002 in Los Altos, Selva and Norte regions, Chiapas, Mexico, and to analyse MDR-TB in terms of clinical and sociodemographic indicators. METHODS: Cross-sectional study of patients with pulmonary tuberculosis (PTB) from the above regions. Drug susceptibility testing results from two research projects were analysed, as were those of routine sputum samples sent in by health personnel for processing (n = 114). MDR-TB was analysed in terms of the various variables of interest using bivariate tests of association and logistic regression. RESULTS: The proportion of primary MDR-TB was 4.6% (2 of 43), that of secondary MDR-TB was 29.2% (7/24), while among those whose history of treatment was unknown the proportion was 14.3% (3/21). According to the logistic regression model, the variables most highly associated with MDR-TB were as follows: having received anti-tuberculosis treatment previously, cough of >3 years' duration and not being indigenous. CONCLUSIONS: The high proportion of MDR cases found in the regions studied shows that it is necessary to significantly improve the control and surveillance of PTB.	indigenous population; Mexico; tuberculosis; multidrug-resistant; pulmonary	
pub-1534	An interesting case of rifampicin-dependent/-enhanced multidrug-resistant tuberculosis	We report a case of rifampicin (RMP) dependent/enhanced multidrug-resistant (MDR-TB) from a patient who had been treated with the World Health Organization optional thrice-weekly treatment and document the clinical and bacteriological features. RMP-enhanced tubercle bacilli that grew poorly without RMP but grew better in its presence were isolated from the patient with treatment failure. The bacteria grown without RMP consisted of mixed morphologies of short rod-shaped acid-fast bacteria and poorly stained coccoid bacteria, but stained normally as acid-fast rods when grown in the presence of RMP. The isolated RMP-enhanced bacteria harbored the common S531L mutation and a novel mutation F584S in the rpoB gene. Treatment containing RMP or replacement of RMP with more powerful rifapentine paradoxically aggravated the disease, but its removal led to successful cure of the patient. This study highlights the potential dangers of continued treatment of MDR-TB with rifamycins that can occur due to delayed or absent drug susceptibility results and calls for timely detection of RMP-dependent/-enhanced bacteria in treatment failure patients by including RMP in culture media and removal of RMP from treatment regimen upon detection.	rifampicin dependency/enhancement; treatment failure; multidrug-resistant tuberculosis	
pub-1535	Experience establishing tuberculosis laboratory capacity in a developing country setting	OBJECTIVE: To describe the experience of strengthening laboratory diagnosis of tuberculosis (TB) in a resource-limited country with high TB-HIV (human immunodeficiency virus) and multidrug-resistant TB (MDR-TB) prevalence. METHODS: In the Kingdom of Lesotho, which is confronted with high levels of TB, MDR-TB and HIV prevalence, between 2006 and 2008 a coalition of the Foundation for Innovative New Diagnostics, Partners In Health and the World Health Organization renovated the National TB Reference Laboratory and reinforced microscopy services, streamlined conventional culture and drug susceptibility testing (DST) and introduced modern TB diagnostic methods. FINDINGS: It was feasible to establish a biosafety level three facility for solid culture and DST and an external quality assessment programme for smear microscopy within 4 months, all in 2007. Liquid culture and DST were introduced a month later. Preliminary results were comparable to those found in laboratories in industrialised countries. A year later, line-probe assay for the rapid detection of MDR-TB was introduced. DISCUSSION: Through strong political commitment and collaboration, it is possible to rapidly establish quality assured TB diagnostic capacity, including current methods, in a resource-limited setting. Case detection and management for TB and MDR-TB have been greatly enhanced. From a low baseline, TB culture throughput in the laboratory increased ten-fold and has been sustained. This experience has served as a catalyst to translate policy into practice with new diagnostic technologies. It supports global policy setting to enhance and modernise laboratory work in developing countries.	TB laboratory capacity; liquid culture; line-probe assay; MDR-TB; low-income country	
pub-1536	Multidrug-Resistant and extensively drug resistant tuberculosis in Kashmir, India	Background: To study the profile of multidrug-resistant tuberculosis (MDR-TB) and extensively drug-resistant tuberculosis (XDR-TB) in tertiary care hospital setting, representing almost the whole affected population in Kashmir valley of India. Methodology: A total of 910 cases of pulmonary tuberculosis were enrolled over four years. Among these, cases of MDR-TB and XDR-TB were meticulously studied for drug susceptibility, treatment, adverse effects profile and overall survival. Results: Fifty-two (5.7%) cases of MDR-TB were identified, among which eight (15.3%) were diagnosed as XDR-TB on the basis of drug susceptibility testing, using the prescribed definition. The cases were sensitive to 2, 3, 4, 5 and more than 5 drugs in almost equal proportions. Thirty-seven (71.1%) cases were successfully cured; eleven (21.1%) patients died; and only four (7.6%) cases defaulted, indicating overall satisfactory adherence to treatment. Conclusion: For effective treatment of MDR-TB and XDR-TB, early case detection, improved laboratory facilities, availability of appropriate treatment regimens, and financial assistance in resource-limited settings through effective political intervention are necessary for better patient adherence and overall cure.	tuberculosis; multidrug-resistant tuberculosis; extensively drug resistant tuberculosis; drug susceptibility testing	
pub-1537	Risk factors for multidrug-resistant tuberculosis in Diyarbakir, Turkey	Background: Multidrug-resistant (MDR) tuberculosis (TB) is a serious public health problem. This study aimed to investigate probable risk factors for developing MDR in the patients treated for TB at Tuberculosis Control Dispensaries (TCD). Matreial/Method: The records of 34 patients with MDR-TB and 70 patients with TB sensitive to all first-line drugs (DS), who were treated at TCD between January 2002 and December 2008, were reviewed retrospectively in Diyarbakir, Turkey. Results: The mean age was 34.47 +/- 16.99 (32.35 +/- 14.21 in MDR group and 35.50 +/- 18.19 in control group) with the range from 2 to 76 years. Of the patients, 63 were male and 41 were female. When risk factors for MDR were evaluated with univariate analysis methods, low socio-economic status, the presence of accompanying disease, previous TB history, previously administered TB treatment, inappropriate TB treatment, and noncompliance with TB treatment were all found to be significant risk factors. When these risk factors were analyzed with logistic regression analysis, regardless of other risk factors, MDR risk was significantly increased with previous TB history by 22.31, with previously taking TB medication by 13.19, and with low socio-economic status by 6.03. Conclusions: Socio-economic factors also play an important role in this issue. To minimize the effect of patients' risk factors, health workers should be able to reach all patients, and therapies must be given under direct observation.	multidrug-resistant; tuberculosis; risk factors; dispensary	DRUG-RESISTANCE; MYCOBACTERIUM-TUBERCULOSIS; POPULATION; PREVALENCE; PREDICTORS; TRENDS
pub-1538	RESISTANCE RATES TO MAJOR ANTI-TUBERCULOSIS DRUGS IN MYCOBACTERIUM TUBERCULOSIS STRAINS ISOLATED FROM SEVEN DIFFERENT REGIONS OF TURKEY IN 2003-2006 PERIOD	Multi-drug resistance in Mycobacterium tuberculosis (MDR-TB) is a global problem and has increased especially in areas where tuberculosis control programmes are inefficient. The aim of this study was to detect the resistance rates against isoniazide (INH), rifampisin (RMP), ethambutol (EMB) and streptomycin (SM) in M.tuberculosis strains collected from 7 different regions including 62 cities and sent to Refik Saydam Hygiene Center National Tuberculosis Reference and Research Laboratory. Of the patients included, 7.61% were children, 92.39% were adults; 76.16% were male and 23.84% were female. These strains were isolated from sputum (n = 885, 81.11%), gastric lavage (n = 49, 4.49%), pleural fluid (n = 43, 3.94%), urine (n = 30, 2.74%), bronchoalveolar lavage (n = 22, 2.01%), and other clinical samples (n = 62, 8.46%) such as cerebrospinal fluid, lymph node, abscess material, lung tissue. The susceptibilities of the 1091 M. tuberculosis strains against the major anti-tuberculosis drugs were determined by the proportion method in Lowenstein-Jensen medium. Three hundred ninety two of the isolates were from Central Anatolia, 146 from Black Sea, 419 from Aegean, 28 from Mediterranean, 20 from Marmara, 64 from Eastern Anatolia and 21 from South Eastern Anatolia regions of Turkey. The distribution of the strains according to years were as follows: 88 in 2003, 114 in 2004, 341 in 2005 and 548 in 2006. Resistance to at least one of the drugs tested was found in 264 (14.20%) strains. Overall drug resistance rates to INH, RMP, EMB and SM were 12.3%, 10.1%, 6% and 15.8%, respectively. MDR-TB rate was 10% for this 4 years study period. MDR-TB rate was detected as 13.2%, 9.7%, 10.1% and 9.6% in children, adult, male and female patients, respectively. MDR-TB rate did not exhibit a statistically significant difference in terms of sex, age and study years (p > 0.05). However, this rate showed statistically significant difference in terms of geographical regions (p < 0.05). This study emphasized that regular surveillance of M.tuberculosis resistance to the major anti-tuberculosis drugs will provide valuable data for the effective national control and treatment of tuberculosis.	Mycobacterium tuberculosis; drug resistance; major anti-tuberculosis drugs	WESTERN TURKEY; PREVALENCE; SYSTEM
10.1159_000283687	Association of Antigen-Stimulated Release of Tumor Necrosis Factor-Alpha in Whole Blood with Response to Chemotherapy in Patients with Pulmonary Multidrug-Resistant Tuberculosis	Background: We have previously reported that TNF-alpha levels correlate to total mycobacterial burden in tuberculosis (TB) patients. Objective: To characterize the dynamics of cytokine responses in TB patients during chemotherapy to identify potential surrogate markers for effective treatment. Methods: Following induction by culture filtrate proteins in whole blood, production patterns of TNF-alpha, IL-10, IFN-gamma and IL-12 were measured in 23 non-multidrug-resistant (MDR)-TB and 16 MDR-TB patients and in 31 healthy controls. Rates of mycobacterial clearance from the sputum were then measured and compared. Results: Prior to the initiation of chemotherapy, TNF-alpha and IL-10 levels were significantly higher in TB patients than in healthy controls while IFN-gamma and IL-12 levels were similar. During chemotherapy, the levels of all 4 cytokines increased. We evaluated these responses separately in patients that did and did not clear their sputum culture at 2 and 6 months. At 2 months, decreases in both IFN-gamma and IL-12 correlated strongly with a successful early response, while after 6 months of therapy, when half (7/14) of MDR-TB patients were still sputum culture positive, downregulation of TNF-alpha was uniquely correlated with sputum conversion between the groups. Conclusion: Our findings suggest the possibility that the regulation of TNF-alpha production in whole blood may be a more specific indicator of sputum conversion at 6 months than IFN-gamma, IL-12 or IL-10 in MDR-TB patients. Copyright (C) 2010 S. Karger AG, Basel	Chemotherapy; Interferon-gamma; Interleukin-10; Interleukin-12; Multidrug-resistant tuberculosis; Mycobacterial clearance; Tuberculosis; Tumor necrosis factor-alpha	INTERFERON-GAMMA PRODUCTION; MYCOBACTERIUM-TUBERCULOSIS; MONONUCLEAR-CELLS; CYTOKINE PROFILES; PROTECTIVE IMMUNITY; DISEASE; LYMPHOCYTES; INTERLEUKIN-10; EXPRESSION; INFECTION
pub-1540	TUBERCULOSIS AND MDR-TB IN THE NORTHERN EMIRATES OF UNITED ARAB EMIRATES: A 5-YEAR STUDY	In this study, we describe the prevalence of TB and occurrence of multi-drug-resistance tuberculosis (MDR-TB) in a major referral hospital belonging to the Ministry of Health in Sharjah, United Arab Emirates (UAE). A retrospective review of the clinical and laboratory records of 1,810 Suspected cases of TB was carried out between January 2004 and September 2008. The antimicrobial susceptibility patterns of each Mycobacterium tuberculosis isolate were analyzed. During the study period, 312 M. tuberculosis culture confirmed cases were recorded; 230 were males and 82 were females. The majority of TB cases (36%) were seen among expatriates from South and Southeast Asian Countries. Fifty-one active TB cases (16%) were reported in native people (Emaratis) of the country. The peak age group was between 16 and 45 years. Among first-line antituberculosis drugs, resistance to isoniazid was the most common (21%), followed by streptomycin (14%). MDR-TB was found in 15 cases (4.8%). Although the prevalence of TB in UAE is fairly low, an increasing number of cultures confirmed TB and MDR-TB among native and expatriate patients, necessitating improved vigilance in case detection, effective management and prevention of MDR and XDR-TB emergence in the country.	MDR-TB; M. tuberculosis; United Arab Emirates	LOWENSTEIN-JENSEN MEDIUM; FOREIGN-BORN PERSONS; INDICATOR TUBE MGIT; MYCOBACTERIUM-TUBERCULOSIS; PULMONARY TUBERCULOSIS; RESISTANT TUBERCULOSIS; DEVELOPING-COUNTRY; TRANSMISSION; SUSCEPTIBILITY; DIAGNOSIS
10.1371_journal.pone.0008313	Ambulatory-Based Standardized Therapy for Multi-Drug Resistant Tuberculosis: Experience from Nepal, 2005-2006	Objective: The aim of this study was to describe treatment outcomes for multi-drug resistant tuberculosis (MDR-TB) outpatients on a standardized regimen in Nepal. Methodology: Data on pulmonary MDR-TB patients enrolled for treatment in the Green Light Committee-approved National Programme between 15 September 2005 and 15 September 2006 were studied. Standardized regimen was used (8Z-Km-Ofx-Eto-Cs/16Z-Ofx-Eto-Cs) for a maximum of 32 months and follow-up was by smear and culture. Drug susceptibility testing (DST) results were not used to modify the treatment regimen. MDR-TB therapy was delivered in outpatient facilities for the whole course of treatment. Multivariable analysis was used to explain bacteriological cure as a function of sex, age, initial body weight, history of previous treatment and the region of report. Principal Findings: In the first 12-months, 175 laboratory-confirmed MDR-TB cases (62% males) had outcomes reported. Most cases had failed a Category 2 first-line regimen (87%) or a Category 1 regimen (6%), 2% were previously untreated contacts of MDR-TB cases and 5% were unspecified. Cure was reported among 70% of patients (range 38%-93% by Region), 8% died, 5% failed treatment, and 17% defaulted. Unfavorable outcomes were not correlated to the number of resistant drugs at baseline DST. Cases who died had a lower mean body weight than those surviving (40.3 kg vs 47.2 kg, p, 0.05). Default was significantly higher in two regions [Eastern OR = 6.2; 95% CL2.0-18.9; Far West OR = 5.0; 95% CL1.0-24.3]. At logistic regression, cure was inversely associated with body weight,36 kg [Adj. OR = 0.1; 95% CL0.0-0.3; ref. 55-75 kg] and treatment in the Eastern region [Adj. OR = 0.1; 95% CL0.0-0.4; ref. Central region]. Conclusions: The implementation of an ambulatory-based treatment programme for MDR-TB based on a fully standardized regimen can yield high cure rates even in resource-limited settings. The determinants of unfavorable outcome should be investigated thoroughly to maximize likelihood of successful treatment.		PERU; COHORT; HEALTH; LIMA
